"Descrizione","Tipo","Chiuso","Indirizzo","Cap","Citta","Prov.","lat","long"
"GRUBER & STEINER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","V. BRENNERO, 12",39049,"VIPITENO","BZ",46.9041400155537,11.4295999665883
"GRUENER BAUM RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA STUFLES, 11",39042,"BRESSANONE","BZ",46.7170999835791,11.6593500281029
"GUATER TROPFEN RISTORANTE","RISTORANTE / PIZZERIA","LUN","LOCALITA' PONTENOVA DI SOTTO, 25",39050,"NOVA PONENTE","BZ",46.4259218407418,11.4794973909734
"GUFLER CAFE' BAR","BAR TAVOLA FREDDA","MAI","VIA GUGLIELMO MARCONI, 4",39028,"SILANDRO","BZ",46.6288999824919,10.7712700361252
"GUNCINA BAR","BAR TAVOLA FREDDA","XXX","VIA FAGO, 7",39100,"BOLZANO","BZ",46.507600013403,11.3443000201808
"GUNTHER'S IMBISSHOUSE BAR","BAR TAVOLA CALDA","DOM","VIA RATISBONA, 0",39042,"BRESSANONE","BZ",46.7145243763197,11.6542315529419
"GUSTO PIZZA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA DALMAZIA, 6",39100,"BOLZANO","BZ",46.4920799976643,11.3404799678086
"GUTLEBEN RISTORANTE PIZZERIA","BAR TAVOLA CALDA","MER","VIA GUGLIELMO MARCONI, 70",39055,"LAIVES","BZ",46.4224400028691,11.3299300015578
"H BAR","BAR TAVOLA CALDA","DOM","VIA JOHN FITZGERALD KENNEDY, 132",39055,"LAIVES","BZ",46.4270500077061,11.3370999653531
"HAIDI BAR","BAR TAVOLA CALDA","XXX","VIA RENON, 33",39100,"BOLZANO","BZ",46.4992099797815,11.3626500178886
"HAPPY BAR","BAR TAVOLA CALDA","MAI","VIA RESIA, 156",39100,"BOLZANO","BZ",46.4842500009035,11.3201599713974
"HAPPY POMODORO PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA LAURIN, 8",39012,"MERANO","BZ",46.6756300147044,11.1488099820673
"HARDIMITZ'N RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA FUNIVIA, 7",39031,"BRUNICO","BZ",46.7713500078634,11.9430000018063
"HARPF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","LOCALITA' LA MARA, 107",39042,"BRESSANONE","BZ",46.6862099881685,11.6270500289402
"HARRASSER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA VALLE AURINA, 14",39031,"BRUNICO","BZ",46.8106200205212,11.9355899803041
"HARRASSER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","STRADA DEL SOLE DELLA PUSTERIA, 18",39030,"TERENTO","BZ",46.830270009502,11.7791900372967
"HARRASSER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA ULRICH VON TAUFERS, 4",39030,"GAIS","BZ",46.8360699931328,11.9467400070032
"HARRASSER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","RIONE PETER ANICH, 3",39031,"BRUNICO","BZ",46.8020400110642,11.9371900018012
"HARRASSER PANIFICIO GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","DOM","VIA BASTIONI, 2",39031,"BRUNICO","BZ",46.7952800061532,11.9357199836223
"HAUBI'S GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA CAPPUCCINI, 13",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4553100133572,11.2581499811533
"HAZIENDA RISTORO","BAR TAVOLA CALDA","MAI","VIA INNSBRUCK, 5",39100,"BOLZANO","BZ",46.4921596998407,11.3697802281067
"HDS UNIONE BAR","BAR TAVOLA CALDA","S&D","VIA DI MEZZO AI PIANI, 5",39100,"BOLZANO","BZ",46.4951199882175,11.3713100326114
"HEINI'S BISTRO BAR","BAR TAVOLA CALDA","S&D","LOCALITA' PRATO DELL'OSPIZIO, 12",39043,"CHIUSA","BZ",46.6454599828671,11.5811199655668
"HELENE RISTORANTE PIZZERIA BAR","RISTORANTE / PIZZERIA","LUN","V. CITTA' VECCHIA, 42",39049,"VIPITENO","BZ",46.9008600092031,11.4300100092916
"HELLIS IMBISS","FAST FOOD","DOM","VIA BRENNERO, 35",39049,"VIPITENO","BZ",46.8943039525464,11.4357145014555
"HELMAS CAFFE BAR","BAR TAVOLA CALDA","MAI","VIA BRENNERO, 1",39100,"BOLZANO","BZ",46.5004000004849,11.3610800036048
"HELMHOTEL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA BOLZANO, 2",39038,"SAN CANDIDO","BZ",46.7308401581183,12.3232699008053
"HERMANS BAR & RESTAURANT","RISTORANTE","MAI","VIA RAGEN DI SOPRA, 13",39031,"BRUNICO","BZ",46.7949599850899,11.9412999842042
"HERRNHOF CASTEL CAFE RESTAURANT","RISTORANTE / PIZZERIA","MAI","VIA STAZIONE, 18",39052,"CALDARO SULLA STRADA DEL VINO","BZ",46.4159599954337,11.2478200398608
"HEUSCHUPFEN RISTORANTE KELLERBAR","RISTORANTE","MAI","VIA JOSEF INNERHOFER, 26",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4545600006611,11.2591500260211
"HF HOTEL FIERA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","VIA JOHANN KRAVOGL, 3",39100,"BOLZANO","BZ",46.4699500130815,11.3309199881418
"HILARY BAR","BAR TAVOLA FREDDA","MAI","VIA LUIGI GALVANI, 3",39100,"BOLZANO","BZ",46.4770299971462,11.3335499779012
"HIRSCHEN RISTORANTE","RISTORANTE / PIZZERIA","MAR","PIAZZA TINNE, 7",39043,"CHIUSA","BZ",46.6391699931767,11.5650699620904
"HOCHRAIN ALBERGO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA MICHAEL PACHER, 68",39040,"NAZ-SCIAVES","BZ",46.7450100028631,11.6603199819384
"HOCHRAINER BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA JOSEF ANTON ZOLLER, 12",39030,"VANDOIES","BZ",46.8168300049458,11.7218500244067
"HOCHRAINER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","V. J.A.ZOLLER, 12",39030,"VANDOIES","BZ",46.8159734310051,11.7219836814512
"HOCHWART RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA STAZIONE, 1",39025,"PLAUS","BZ",46.6581901296929,11.040486118714
"HOFER TRATTORIA RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA BERGAMO, 19",39100,"BOLZANO","BZ",46.4906800102865,11.3335799851145
"HOLBZEIT RESTAURANT","SELF-SERVICE","XXX","VIA PIZACH, 31",39038,"SAN CANDIDO","BZ",46.7296600140304,12.2676000149304
"HOLLYWOOD CAFFE'","BAR TAVOLA FREDDA","MAI","V.LE TRIESTE, 62",39100,"BOLZANO","BZ",46.4908800024963,11.34325001917
"HOME CENTER SNACK BAR","BAR TAVOLA CALDA","DO","VIA GALILEO GALILEI, 4",39100,"BOLZANO","BZ",46.4872200025652,11.3409699738682
"HONG KONG RISTORANTE","RISTORANTE","MAI","VIA CLAUDIA AUGUSTA, 25",39100,"BOLZANO","BZ",46.4849099919595,11.3445399940687
"HOPFEN & CO RISTORANTE","RISTORANTE","MAI","PIAZZA DELLE ERBE, 17",39100,"BOLZANO","BZ",46.499330008635,11.3525499922002
"HOTEL ANEWANDTER GMBH RISTORANTE","RISTORANTE","MAI","VIA ANDRAE VON WENZL, 15",39030,"GAIS","BZ",46.8642699843572,11.9464100114752
"HOTEL BERGKRISTALL RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","LOCALITA' FLERES, 88",39041,"BRENNERO","BZ",46.9405970835007,11.4369433396623
"HOTEL BOTANGO","RISTORANTE / PIZZERIA","MAI","VIA VENOSTA, 105",39020,"PARCINES","BZ",46.6792699818868,11.0886200382787
"HOTEL CHRISTOPH RISTORANTE","RISTORANTE","GIO","VIA SCENA, 2",39017,"SCENA","BZ",46.689450012841,11.1879300005678
"HOTEL CORSO BRUNICO","RISTORANTE / PIZZERIA","MAR","VIA BASTIONI, 16",39031,"BRUNICO","BZ",46.7960300188493,11.9374400339729
"HOTEL DANIELA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA PARROCCHIA, 31",39012,"MERANO","BZ",46.6600499845389,11.1639799695294
"HOTEL DOLOMITI RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIALE VENEZIA, 3",39100,"BOLZANO","BZ",46.4991800144777,11.3454599917612
"HOTEL ENGEL RISTORANTE","RISTORANTE / PIZZERIA","GIO","PIAZZA CHIESA, 7",39020,"SLUDERNO","BZ",46.6649899849039,10.5845400088395
"HOTEL GREIF RISTORANTE","RISTORANTE / PIZZERIA","MAR","VIA GENERALE I. VERDROSS, 40",39024,"MALLES VENOSTA","BZ",46.6905200046909,10.5452500053426
"HOTEL KRONE PIZZERIA","RISTORANTE / PIZZERIA","GIO","VIA RAGEN DI SOPRA, 8",39031,"BRUNICO","BZ",46.7949500106251,11.9409200325333
"HOTEL LAMM ALBERGO RISTORANTE","RISTORANTE","MAI","VIA PRINCIPALE, 67",39027,"CURON VENOSTA","BZ",46.804045,10.5991804110001
"HOTEL NEUWIRT RISTORANTE","RISTORANTE / PIZZERIA","","VIA KLAUSBERG, 28",39030,"VALLE AURINA","BZ",46.9795536586555,11.9402691171041
"HOTEL ORTLERSPITZ","RISTORANTE / PIZZERIA","MAI","VIA PRINCIPALE, 15",39027,"CURON VENOSTA","BZ",46.804045,10.5991804110001
"HOTEL POST REIFER","RISTORANTE / PIZZERIA","MAI","VIA STAZIONE, 1",39045,"FORTEZZA","BZ",46.7889900164627,11.6113399954565
"HOTEL POST RISTORANTE","RISTORANTE","XXX","VIA BASTIONI, 9",39031,"BRUNICO","BZ",46.7962000038457,11.9367799590979
"HOTEL POST RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA PRINCIPALE, 26",39029,"STELVIO","BZ",46.5281800164507,10.5869799808538
"HOTEL RISTORANTE HELL","RISTORANTE","MAI","PIAZZA CENTRALE, 3",39035,"MONGUELFO TESIDO","BZ",46.7568299950831,12.1056299619869
"HOTEL SCHOENWIES RISTORANTE","RISTORANTE","XXX","VIA PRINCIPALE, 19",39040,"TRODENA NEL PARCO NATURALE","BZ",46.3233299908802,11.3514200278332
"HOTEL SENONER RISTORANTE","RISTORANTE","LUN","V. LUNGO RIENZA, 22",39042,"BRESSANONE","BZ",46.7159900100511,11.6627099978098
"HOTEL SONNENHEIN RISTORANTE","RISTORANTE","MAI","VIA FALZEBEN, 63",39010,"AVELENGO","BZ",46.653289979628,11.220769961933
"HUBENBAUER TRATTORIA","TRATTORIA","S&D","VICOLO OMBROSO, 12",39040,"VARNA","BZ",46.7377500174277,11.6356800364497
"HUBER BAR  RISTORANTE","RISTORANTE","MAI","LOCALITA' BRAIES DI DENTRO, 6",39030,"BRAIES","BZ",46.7190999894958,12.1300399918715
"HUBERTUS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","V. MARCONI, 17",39049,"VIPITENO","BZ",46.8931800065996,11.4316200052535
"HUBERTUS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA PUSTERIA, 11",39030,"VANDOIES","BZ",46.8145285314359,11.7534270297924
"HUBERTUSHOF RESTAURANT PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA MARCONI, 19",39049,"VIPITENO","BZ",46.8934799949143,11.431410038579
"HUMUS BIO BISTRO RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA ARGENTIERI, 16",39100,"BOLZANO","BZ",46.4991200000509,11.3535099715709
"I DUE MONDI BAR BISTRO'","RISTORANTE","MAI","VIA VOITSBERG, 12",39040,"VARNA","BZ",46.73964998533,11.6365899758584
"I FUDLE'  RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA DURSAN, 86",39047,"SANTA CRISTINA VAL GARDENA","BZ",46.5581200069553,11.7258799596345
"I SUSHI  RISTORANTE","RISTORANTE","XXX","VIALE DRUSO, 91",39100,"BOLZANO","BZ",46.4951300045918,11.3358099904544
"ICHIBAN RISTORANTE","RISTORANTE / PIZZERIA","LUN","VIA RENON, 12",39100,"BOLZANO","BZ",46.4999000199604,11.364000007214
"IL CAVALLINO BIANCO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA J.G PLAZER STRASSE, 15",39057,"APPIANO","BZ",46.8179274486481,11.6572440408501
"IL CAVALLINO RISTORANTE","RISTORANTE","XXX","VIA DELLE PALADE, 105",39012,"MERANO","BZ",46.656480006248,11.1487900331378
"IL CAVALLINO TRATTORIA","TRATTORIA","MAI","VIA PAESE, 22",39050,"SAN GENESIO ATESINO","BZ",46.5355629206416,11.33093707875
"IL GHIOTTONE","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA CITTA' NUOVA, 42",39049,"VIPITENO","BZ",46.8968099993173,11.4318999608196
"IL GIARDINETTO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","VIA TRE SANTI, 1",39100,"BOLZANO","BZ",46.4999299852643,11.3364200253675
"IL NURAGHE RISTORANTE","RISTORANTE","MER","VIA CLAUDIA AUGUSTA, 67",39100,"BOLZANO","BZ",46.4828599879904,11.3427699875751
"IL PORTICHETTO BAR","BAR TAVOLA CALDA","LUN","VIA SASSARI, 26",39100,"BOLZANO","BZ",46.488790016849,11.3219500106396
"IL TINELLO RISTORANTE","RISTORANTE","DO","VIA FRANCESCO CRISPI, 9",39100,"BOLZANO","BZ",46.4985499887255,11.3585699588799
"IL TRAFORO RISTORANTE","RISTORANTE / PIZZERIA","MAI","PIAZZA STAZIONE, 2",39045,"FORTEZZA","BZ",46.788739984291,11.6109000293589
"IL VASCELLO RISTORANTE","RISTORANTE / PIZZERIA","MAI","CORSO ITALIA, 27",39100,"BOLZANO","BZ",46.4980599826658,11.3402300194559
"IMBISS ANGI","RISTORANTE / PIZZERIA","MAI","FRAZIONE MULES, 35",39040,"CAMPO DI TRENS","BZ",46.8548900060611,11.52477002308
"IMBISS ANGI","GASTRONOMIA/ROSTICCERIA","MAI","PARCHEGGIO MONTE CAVALLO OST, SNC",39049,"VIPITENO","BZ",46.9109464567258,11.430088538274
"IMBISS BOZEN ZENTRUM","FAST FOOD","DOM","VIA ALTO ADIGE, 0",39100,"BOLZANO","BZ",46.4961985593963,11.3549825843043
"IMBISS BY DRINI GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIALE DELLA STAZIONE, 5",39100,"BOLZANO","BZ",46.4973600099317,11.3555200357714
"IMBISS HERBERT","FAST FOOD","DOM","PIAZZA MERCATO, 24",39043,"CHIUSA","BZ",46.6438299960661,11.5707900242744
"IMBISS HERBERT","BAR TAVOLA CALDA","DOM","V. OBERSTADT, 74",39043,"CHIUSA","BZ",46.6415999907263,11.5682300234066
"IMBISS SCHORSCH FAST FOOD","FAST FOOD","XXX","VIA KONRAD LECHNER, 5",39040,"VARNA","BZ",46.7312200119399,11.6522799765935
"IMBISS STUBE FRIEDHEIM","RISTORANTE / PIZZERIA","MAI","VIA MOELTNER, 44",39010,"MELTINA","BZ",46.5866999917602,11.2532800115893
"IMBISS TUBE BAR","BAR TAVOLA CALDA","LUN","VIA HANS FEUR, 11",39040,"TERMENO SULLA STRADA DEL VINO","BZ",46.3422300090744,11.2416099716172
"INSTANBUL KEBAP HOUSE","FAST FOOD","MAI","VIA RESIA, 72",39100,"BOLZANO","BZ",46.4872000117261,11.3183499832257
"INSUSHI FOOD & DRINK BAR","BAR TAVOLA CALDA","MAI","PIAZZA DELLA VITTORIA, 20",39100,"BOLZANO","BZ",46.5001300193836,11.3442700129674
"INSUSHI RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA DALMAZIA, 39",39100,"BOLZANO","BZ",46.4915300190875,11.3382699952173
"INTERNZIONALE RISTORO BAR","BAR TAVOLA FREDDA","MAI","V. ROMA, 13",39100,"BOLZANO","BZ",46.493989981941,11.340790014407
"INTERSPAR ""A""  BZ BOLZANO SUPERMERCATO","MARKET CON GASTR./SUPERMERCATO","XXX","VIA BRUNO BUOZZI, 30",39100,"BOLZANO","BZ",46.4697369962824,11.3232032502084
"IPPOPOTAMUS RISTORANTE","RISTORANTE","XXX","V. VILPIANO, 2/3",39010,"NALLES","BZ",46.5428900050665,11.2032299913481
"IRENE BAR RISTORANTE","RISTORANTE / PIZZERIA","MAI","VIA JOHANN GEORG PLAZER, 8",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4556900069377,11.2588999938494
"IRIS ALBERGO RISTORANTE","RISTORANTE / PIZZERIA","SAB","VIA NAZIONALE, 12",39024,"MALLES VENOSTA","BZ",46.6862000137038,10.5525499724562
"ISTANBUL KEBAB HOUSE","FAST FOOD","MAI","VIA JOHANN BASTISS PURGER, 29",39046,"ORTISEI","BZ",46.5914750000001,11.6853984530001
"ISTANBUL KEBAP & PIZZA","TAKE AWAY / PIZZ. ASPORTO","MAI","VIA ROMA, 23",39012,"MERANO","BZ",46.6659300153451,11.1611799947737
"ITALIA & AMORE VAI","RISTORANTE","XXX","VIA DOTTOR JOSEF WEINGARTNER, 26",39022,"LAGUNDO","BZ",46.6796799826807,11.1340399790248
"ITALIA E AMORE RISTORANTE","RISTORANTE","LUN","VIA ARGENTIERI, 3",39100,"BOLZANO","BZ",46.4989599895193,11.354169962627
"ITALISSIMO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"JELLO BAR","BAR TAVOLA FREDDA","DOM","VIA SAN LORENZO, 6",39031,"BRUNICO","BZ",46.793104650822,11.9308045841431
"JOCHELE RISTORANTE","RISTORANTE / PIZZERIA","MAR","VIA MICHAEL PACHER, 2",39030,"FALZES","BZ",46.8097799861849,11.8827900252691
"JOE J WURSTELBUDE","BAR TAVOLA FREDDA","DOM","V. BRENNERO, 1",39042,"BRESSANONE","BZ",46.7216399995245,11.6548699846747
"JOE'S WUERSTELBUDE FASTFOOD","FAST FOOD","MAI","VIA BRENNERO, 1",39042,"BRESSANONE","BZ",46.7216399995245,11.6548699846747
"JOLLY RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","VIA NAZIONALE, 28",39040,"SALORNO SULLA STRADA DEL VINO","BZ",46.2409800133859,11.2081700336226
"JONA RISTORANTE BAR PIZZERIA","BAR TAVOLA CALDA","MAI","VIA FRANCESCO CRISPI, 38",39100,"BOLZANO","BZ",46.4988599934144,11.3602500275524
"JULIA RISTORANTE CAFE'","RISTORANTE / PIZZERIA","MAI","VIA ARTIGIANI, 10",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4597900148759,11.2665700219881
"JUMP BAR","BAR TAVOLA CALDA","DO","CORSO ITALIA, 38",39100,"BOLZANO","BZ",46.4961000003368,11.3399600383546
"KAISERAU PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA PETER MAYR, 65",39054,"RENON","BZ",46.5387599899148,11.458019982771
"KAMPAN BAR RISTORANTE","RISTORANTE","DOM","VIA JULIUS DURST, 66",39042,"BRESSANONE","BZ",46.691910017604,11.643509991301
"KAMPILL IMBISS RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DO","VIA HILDEGARD STRAUB, 23",39100,"BOLZANO","BZ",46.4949399868468,11.3743400067903
"KARMASTORE RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","V. GALVANI, 39",39100,"BOLZANO","BZ",46.4693999925952,11.3299300015578
"KARO CAFE","BAR TAVOLA CALDA","DOM","PRATO ALL' ISARCO, 53",39053,"CORNEDO ALL'ISARCO","BZ",46.4962095127906,11.4472618214846
"KEBAB & VEGGIE","FAST FOOD","MAI","VIA MUSEO, 12",39100,"BOLZANO","BZ",46.4997100022154,11.3516999833992
"KHALD SHOP","MARKET CON GASTR./SUPERMERCATO","MAI","VIALE MOZART, 2",39042,"BRESSANONE","BZ",46.7100199995143,11.6508699728413
"KIRCHERHOF RISTORANTE","RISTORANTE / PIZZERIA","MAI","FRAZIONE ALBES, 12",39042,"BRESSANONE","BZ",46.6753400008545,11.6329000106234
"KIRCHPLATZ CAFE","BAR TAVOLA FREDDA","DOM","PIAZZA DELLA CHIESA, 1",39058,"SARENTINO","BZ",46.6427825934453,11.3565380179121
"KIRCHSTEIGER RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","FRAZIONE SANTA VALBURGA, 179",39016,"ULTIMO","BZ",46.5511624975257,11.0071367982091
"KLEMENS PASTICCERIA CAFFE'","BAR TAVOLA CALDA","MAI","VIA RIO SCALERES, 54",39042,"BRESSANONE","BZ",46.7218699989477,11.652490027087
"KLOSTERSEPP ALBERGO BAR PIZZERIA","RISTORANTE / PIZZERIA","DOM","VILLAGGIO SAN GIUSEPPE, 30",39043,"CHIUSA","BZ",46.645439992028,11.5734599957119
"KNAPPENSTUBE RISTORANTE","RISTORANTE / PIZZERIA","XXX","STRADA MASSERIA, 48",39040,"RACINES","BZ",46.928780002952,11.2713300209824
"KOENIG BAR PIZZERIA","RISTORANTE / PIZZERIA","MAI","V. STAZIONE, 9",39100,"BOLZANO","BZ",46.4974199824489,11.3586800132686
"KOENIG RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","V.LE STAZIONE, 9",39100,"BOLZANO","BZ",46.4974199824489,11.3586800132686
"KOI TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","DO","VIA MUSEO, 29",39100,"BOLZANO","BZ",46.4998299891594,11.3506600406722
"KOLPING MENSA","MENSA","S&D","VIA FALLMERAYER, 4",39042,"BRESSANONE","BZ",46.7139499805467,11.6543199641883
"KOLPING RISTORANTE","RISTORANTE / PIZZERIA","DO","VIA CITTA' NUOVA, 24",39049,"VIPITENO","BZ",46.8976799989574,11.4315999725049
"KONIG","BAR TAVOLA CALDA","MAI","VIALE DELLA STAZIONE, 9",39100,"BOLZANO","BZ",46.4974799968756,11.3552499708511
"KONSUM COOP","GASTRONOMIA/ROSTICCERIA","DOM","VIA HANS FEUR, 48",39040,"TERMENO SULLA STRADA DEL VINO","BZ",46.3440700044595,11.2446400296151
"KONSUM COOP GASTRONOMIA","GASTRONOMIA/ROSTICCERIA","MAI","VIA HANS FEUR, 6",39040,"TERMENO SULLA STRADA DEL VINO","BZ",46.3417799846929,11.2409700133097
"KOSTNER BAR","MARKET CON GASTR./SUPERMERCATO","XXX","VIA FORCH, 2",39040,"VARNA","BZ",46.7595599809473,11.637980030681
"KREUZWIRT RISTORANTE","RISTORANTE / PIZZERIA","DOM","VIA PRINCIPALE, 47",39025,"NATURNO","BZ",46.6481799754859,10.9888394151763
"KRONENWIRT","RISTORANTE","MAI","VIA FIENILI, 4",39042,"BRESSANONE","BZ",46.7173399993765,11.6550500279549
"KUENSEROF BAR RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","GIO","V. PASSO GIOVIO, 15",39010,"CAINES","BZ",46.6958200077972,11.1747699934872
"KUPPELWIES BAR RISTORANTE","RISTORANTE","MAI","KUPPELWIES, 385",39016,"ULTIMO","BZ",46.53011,10.95834
"KUTSCHERHOF RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","DOM","PIAZZA PALAZZO VESCOVILE, 6",39042,"BRESSANONE","BZ",46.7152793355688,11.6562302575702
"KYO SUSHI RISTORANTE","RISTORANTE","MAI","VIA LUIGI GALVANI, 3",39100,"BOLZANO","BZ",46.4770299971462,11.3335499779012
"K2 CHICKEN E PIZZA","TAKE AWAY / PIZZ. ASPORTO","DOM","VIA SANTA CROCE, 9",39042,"BRESSANONE","BZ",46.7157400197889,11.6538700236258
"K2 PIZZA KEBAB FAST FOOD","FAST FOOD","MAI","VIA PONTE AQUILA, 2",39042,"BRESSANONE","BZ",46.7165300141631,11.6581400165605
"K29 FOOD & DRINK BAR","BAR TAVOLA CALDA","","VIA INNSBRUCK, 29/A",39100,"BOLZANO","BZ",46.4936349683707,11.3812865969869
"LA BOT RISTORANTE","RISTORANTE / PIZZERIA","MER","VIA NAZIONALE, 27",39040,"SALORNO SULLA STRADA DEL VINO","BZ",46.3477400207649,11.2973399885452
"LA BOTTEGA DELLA PIZZA FAST FOOD","FAST FOOD","LUN","VIA BRENNERO, 29/B",39100,"BOLZANO","BZ",46.5011800203943,11.3647500199102
"LA BRUSCHETTA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA ROMA, 144",39012,"MERANO","BZ",46.6626099854068,11.1631400190122
"LA CAMBUSA DEL LAZZARONE RISTORANTE","RISTORANTE / PIZZERIA","XXX","VIA DOKTOR JOSEPH STREITER, 7",39100,"BOLZANO","BZ",46.500180017436,11.356250015719
"LA CANTINA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAR","PASSAGGIO PORTICI, 30",39057,"APPIANO SULLA STRADA DEL VINO","BZ",46.4547700092452,11.258349973363
"LA CARBONARA TUTTO DIVERSO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","XXX","PIAZZA GIACOMO MATTEOTTI, 6",39100,"BOLZANO","BZ",46.4898799995379,11.3364800397942
"LA CIANO RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","STRADA BOSCDAPLAN, 25",39036,"BADIA","BZ",46.5875000025088,11.9038900415897
"LA CIASOTA RISTORANTE","RISTORANTE / PIZZERIA","S&D","ZONA ARTIGIANALE, 19",39030,"LA VALLE","BZ",46.8140104024545,11.8964982786786
"LA DINASTIA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","MAI","VIA PALERMO, 37",39100,"BOLZANO","BZ",46.4913799830207,11.3324999768904
"LA DOLCE VITA BAR","BAR TAVOLA FREDDA","MAI","CORSO DELLA LIBERTA', 13",39100,"BOLZANO","BZ",46.5033099877198,11.334079965639
"LA FEMME","BAR TAVOLA CALDA","DOM","V. STAZIONE, 9",39100,"BOLZANO","BZ",46.4974199824489,11.3586800132686
"LA GROLLA RISTORANTE","RISTORANTE","XXX","VIALE DRUSO, 98",39100,"BOLZANO","BZ",46.494859981581,11.3253399875599
"LA GROTTA DEL CORSA","BAR TAVOLA FREDDA","MAI","C.SO LIBERTA', 7",39100,"BOLZANO","BZ",46.5028199816601,11.3342399761706
"LA LOCANDA DI ANTONELLA RISTORANTE PIZZERIA","RISTORANTE / PIZZERIA","LUN","V. RESIA, 28/C",39100,"BOLZANO","BZ",46.4881000185796,11.3157500006797
"LA LOCANDA TENNIS","BAR TAVOLA CALDA","MAI","VIA PIAVE, 46",39012,"MERANO","BZ",46.6639899819456,11.1591199744302
"LA NUOVA BOLZANO RISTORANTE","RISTORANTE","XXX","VIA INNSBRUCK, 29",39100,"BOLZANO","BZ",46.4936349683707,11.3812865969869
"LA PIADINERIA","FAST FOOD","XXX","VIA GALILEO GALILEI, 20",39100,"BOLZANO","BZ",46.4864600154042,11.3369200058919
"LA PIADINERIA ROMAGNOLA TAKE AWAY","TAKE AWAY / PIZZ. ASPORTO","LUN","VIA DALMAZIA, 77",39100,"BOLZANO","BZ",46.4918999962937,11.3338199590025
"LA PIAZZA BAR","BAR TAVOLA CALDA","MAI","PIAZZA W VON DER VOGELWEIDE, 7",39100,"BOLZANO","BZ",46.4981100000001,11.35441
"LA PIAZZETTA BAR RISTORANTE","BAR TAVOLA CALDA","DOM","VIA BRENNERO, 1",39100,"BOLZANO","BZ",46.5004000004849,11.3610800036048
"LA PIGNATTA - IL TURCO","RISTORANTE / PIZZERIA","MAI","V. ALTO ADIGE, 3",39100,"BOLZANO","BZ",46.4973600099317,11.3551099930681
